age,marital,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,y,duration_mins,education_level,job_type,income_level
30,single,no,yes,cellular,nov,tue,1,0,nonexistent,yes,14,mid,blue-collar,mid
61,married,yes,no,cellular,apr,wed,4,1,failure,yes,4,low,out-of-workforce,low
28,married,no,no,cellular,may,mon,1,0,nonexistent,no,1,high,blue-collar,mid
30,single,no,no,cellular,mar,fri,5,2,failure,yes,4,mid,out-of-workforce,low
51,single,no,no,cellular,nov,thu,1,0,nonexistent,no,2,high,white-collar,high
33,single,yes,no,telephone,may,mon,5,0,nonexistent,no,1,mid,blue-collar,mid
48,single,yes,yes,cellular,may,thu,2,0,nonexistent,no,5,low,blue-collar,mid
32,married,no,no,telephone,may,tue,1,0,nonexistent,no,2,high,white-collar,high
55,married,no,yes,cellular,aug,wed,2,0,nonexistent,no,5,high,white-collar,high
38,married,yes,no,telephone,may,fri,3,0,nonexistent,no,7,high,white-collar,high
39,married,yes,no,cellular,may,mon,3,0,nonexistent,yes,5,mid,white-collar,high
44,married,no,no,telephone,may,mon,1,0,nonexistent,no,2,low,blue-collar,low
37,single,no,no,cellular,aug,wed,3,0,nonexistent,no,2,mid,blue-collar,low
47,married,yes,no,telephone,mar,tue,1,0,nonexistent,yes,2,mid,white-collar,mid
27,married,no,yes,telephone,may,thu,1,0,nonexistent,no,20,low,blue-collar,low
49,married,yes,no,cellular,jul,thu,1,0,nonexistent,no,1,mid,white-collar,high
29,single,no,no,cellular,mar,mon,4,0,nonexistent,no,2,mid,white-collar,high
48,divorced,no,no,cellular,aug,fri,1,0,nonexistent,no,2,high,white-collar,high
31,single,yes,no,cellular,apr,tue,2,0,nonexistent,no,2,high,white-collar,high
60,married,no,no,cellular,apr,fri,3,0,nonexistent,no,4,high,white-collar,high
38,divorced,yes,no,cellular,jul,tue,1,0,nonexistent,no,7,high,white-collar,high
36,divorced,yes,no,cellular,aug,wed,1,0,nonexistent,no,1,mid,blue-collar,mid
26,married,no,no,telephone,jun,mon,2,0,nonexistent,no,3,mid,blue-collar,mid
27,married,yes,no,telephone,jun,thu,2,0,nonexistent,no,1,low,blue-collar,low
38,married,yes,no,cellular,aug,wed,5,0,nonexistent,no,4,high,blue-collar,mid
26,single,no,yes,cellular,jul,thu,1,0,nonexistent,no,2,mid,blue-collar,mid
33,married,yes,no,cellular,nov,tue,1,0,nonexistent,no,6,high,white-collar,high
41,married,no,no,cellular,mar,fri,2,0,nonexistent,yes,4,mid,blue-collar,mid
35,single,yes,yes,telephone,may,mon,1,0,nonexistent,no,0,mid,white-collar,high
39,married,yes,no,cellular,apr,thu,1,1,failure,yes,6,mid,blue-collar,mid
37,single,no,no,cellular,aug,fri,2,0,nonexistent,no,1,high,white-collar,high
36,married,no,no,cellular,may,wed,1,0,nonexistent,no,2,low,blue-collar,low
33,single,yes,no,cellular,aug,tue,1,0,nonexistent,no,3,mid,white-collar,high
39,married,no,no,cellular,jul,mon,1,0,nonexistent,no,9,low,blue-collar,low
23,single,no,no,telephone,jun,thu,1,0,nonexistent,no,3,mid,blue-collar,mid
26,single,yes,no,cellular,may,tue,5,0,nonexistent,no,2,high,white-collar,high
25,single,no,no,telephone,may,fri,2,0,nonexistent,no,5,high,white-collar,mid
50,divorced,no,no,cellular,aug,tue,1,0,nonexistent,no,2,high,white-collar,high
29,single,yes,yes,cellular,aug,wed,1,0,nonexistent,yes,8,high,white-collar,high
39,single,no,no,telephone,may,fri,1,0,nonexistent,no,3,high,white-collar,high
28,single,no,no,telephone,may,fri,2,0,nonexistent,no,3,low,blue-collar,low
32,married,no,no,cellular,may,mon,4,0,nonexistent,no,3,low,white-collar,high
52,married,yes,yes,telephone,may,wed,1,0,nonexistent,no,14,low,blue-collar,low
39,single,no,no,cellular,aug,thu,1,0,nonexistent,no,2,mid,blue-collar,mid
42,married,yes,no,telephone,may,fri,3,0,nonexistent,no,3,mid,blue-collar,mid
36,single,no,no,telephone,may,fri,3,0,nonexistent,no,3,mid,blue-collar,mid
41,single,no,no,cellular,may,mon,4,0,nonexistent,no,3,mid,white-collar,high
25,married,no,no,telephone,may,tue,1,0,nonexistent,no,6,high,white-collar,high
31,single,yes,no,cellular,aug,tue,1,0,nonexistent,no,1,mid,blue-collar,mid
46,single,no,yes,cellular,may,mon,2,0,nonexistent,no,2,high,white-collar,high
76,married,no,no,cellular,sep,fri,1,0,nonexistent,no,2,high,white-collar,high
18,single,yes,no,cellular,nov,tue,2,3,failure,no,10,low,out-of-workforce,low
44,single,yes,no,cellular,nov,thu,4,0,nonexistent,yes,16,mid,white-collar,high
40,married,no,no,telephone,jun,thu,1,0,nonexistent,no,3,low,white-collar,high
46,married,yes,no,telephone,may,fri,1,0,nonexistent,no,2,mid,white-collar,high
36,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,2,high,blue-collar,mid
25,single,yes,yes,telephone,jun,mon,1,0,nonexistent,no,2,mid,out-of-workforce,low
48,married,no,no,telephone,jun,mon,1,0,nonexistent,no,4,low,blue-collar,low
33,married,no,no,telephone,may,thu,1,0,nonexistent,no,2,low,blue-collar,low
33,married,yes,no,telephone,may,fri,1,0,nonexistent,no,0,mid,blue-collar,low
32,married,yes,no,cellular,aug,mon,1,0,nonexistent,no,2,high,white-collar,high
33,divorced,yes,yes,cellular,aug,tue,1,0,nonexistent,no,3,mid,blue-collar,mid
54,married,yes,no,cellular,apr,fri,1,0,nonexistent,no,7,low,out-of-workforce,low
44,married,no,no,telephone,jun,fri,4,0,nonexistent,no,4,low,white-collar,high
35,single,no,no,cellular,may,fri,2,1,success,yes,10,mid,white-collar,high
38,single,no,no,telephone,may,thu,2,0,nonexistent,no,0,low,blue-collar,low
40,married,no,no,cellular,jul,tue,2,0,nonexistent,no,7,mid,white-collar,high
52,married,yes,no,cellular,nov,mon,1,0,nonexistent,no,1,low,white-collar,high
34,married,yes,yes,cellular,may,tue,1,0,nonexistent,no,2,high,white-collar,high
53,married,yes,no,telephone,may,wed,3,0,nonexistent,no,3,high,white-collar,mid
52,married,yes,yes,telephone,may,fri,2,0,nonexistent,no,6,low,white-collar,high
29,married,no,no,cellular,may,mon,1,0,nonexistent,no,2,high,white-collar,high
46,single,no,no,cellular,apr,thu,3,1,success,no,3,low,blue-collar,mid
33,divorced,yes,no,telephone,may,thu,2,0,nonexistent,no,3,low,out-of-workforce,low
37,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,1,mid,out-of-workforce,low
34,married,no,no,cellular,aug,wed,1,0,nonexistent,no,3,high,white-collar,high
55,married,no,no,telephone,jun,mon,2,0,nonexistent,no,7,mid,blue-collar,low
47,married,yes,yes,cellular,aug,mon,3,0,nonexistent,no,6,high,blue-collar,low
32,married,yes,no,cellular,jul,fri,2,0,nonexistent,no,2,mid,blue-collar,mid
31,single,yes,yes,cellular,jul,fri,2,0,nonexistent,yes,6,high,out-of-workforce,low
30,single,no,yes,cellular,aug,fri,1,0,nonexistent,no,3,high,blue-collar,mid
32,single,no,no,cellular,jul,fri,1,3,failure,no,3,high,white-collar,high
59,married,no,no,telephone,may,wed,9,0,nonexistent,yes,9,mid,out-of-workforce,low
31,single,no,no,telephone,may,thu,1,0,nonexistent,no,12,low,blue-collar,low
53,single,no,no,cellular,jul,mon,1,0,nonexistent,no,16,low,white-collar,high
51,married,yes,no,cellular,jul,thu,11,0,nonexistent,no,2,high,white-collar,high
30,single,yes,no,cellular,may,mon,1,0,nonexistent,no,2,low,blue-collar,mid
44,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,1,low,blue-collar,low
44,divorced,yes,yes,cellular,jul,mon,1,0,nonexistent,yes,19,mid,blue-collar,mid
26,single,yes,no,cellular,nov,mon,5,0,nonexistent,no,2,high,white-collar,high
36,divorced,no,no,telephone,jun,thu,2,0,nonexistent,no,2,mid,white-collar,high
30,married,no,no,cellular,nov,wed,5,0,nonexistent,no,5,low,blue-collar,low
37,married,yes,no,cellular,aug,wed,1,0,nonexistent,no,3,high,white-collar,high
31,married,no,yes,telephone,may,thu,6,0,nonexistent,no,1,high,white-collar,mid
29,married,yes,no,telephone,jun,mon,2,0,nonexistent,no,2,low,blue-collar,low
33,single,no,no,cellular,nov,tue,2,0,nonexistent,no,2,mid,blue-collar,mid
35,married,no,no,telephone,aug,fri,1,0,nonexistent,yes,4,mid,blue-collar,mid
44,married,no,no,cellular,apr,tue,1,0,nonexistent,no,0,low,blue-collar,low
31,divorced,yes,no,cellular,may,mon,2,0,nonexistent,no,5,mid,white-collar,high
36,divorced,yes,no,cellular,aug,thu,3,0,nonexistent,no,2,mid,blue-collar,mid
54,divorced,yes,yes,cellular,nov,thu,1,0,nonexistent,yes,11,high,blue-collar,low
33,single,yes,no,cellular,aug,mon,4,0,nonexistent,no,3,high,white-collar,high
52,married,no,no,telephone,aug,thu,3,0,nonexistent,yes,70,low,blue-collar,low
57,married,no,yes,telephone,jun,mon,3,0,nonexistent,no,2,mid,blue-collar,low
39,married,yes,no,telephone,jun,mon,1,0,nonexistent,no,8,mid,blue-collar,mid
57,married,yes,no,cellular,aug,wed,4,0,nonexistent,no,1,low,out-of-workforce,low
47,married,no,no,cellular,aug,mon,1,0,nonexistent,no,3,mid,blue-collar,mid
29,married,yes,no,cellular,jul,mon,3,0,nonexistent,yes,3,high,white-collar,high
28,single,yes,yes,cellular,jul,fri,5,0,nonexistent,no,2,low,blue-collar,low
49,married,no,no,cellular,nov,fri,2,0,nonexistent,no,11,mid,out-of-workforce,low
35,married,yes,no,cellular,oct,thu,1,1,success,yes,3,mid,white-collar,high
37,divorced,yes,yes,cellular,aug,tue,2,0,nonexistent,no,4,high,white-collar,high
57,married,yes,no,cellular,jul,tue,1,0,nonexistent,no,5,low,white-collar,high
28,single,no,no,telephone,may,tue,2,0,nonexistent,no,2,mid,white-collar,high
38,single,no,yes,telephone,may,wed,2,0,nonexistent,no,1,low,blue-collar,low
42,divorced,yes,no,telephone,jun,thu,1,0,nonexistent,no,2,mid,blue-collar,mid
54,divorced,yes,no,telephone,may,tue,4,0,nonexistent,no,2,high,white-collar,high
40,married,no,no,cellular,jul,mon,2,0,nonexistent,no,1,high,white-collar,high
59,married,no,no,telephone,oct,tue,1,0,nonexistent,yes,1,high,white-collar,high
50,married,no,no,telephone,jun,wed,1,0,nonexistent,no,2,mid,white-collar,high
56,married,yes,no,cellular,aug,wed,1,0,nonexistent,no,4,low,out-of-workforce,low
34,single,yes,no,cellular,may,mon,2,0,nonexistent,no,7,high,white-collar,high
36,single,no,no,cellular,oct,fri,1,0,nonexistent,yes,8,high,white-collar,mid
33,married,yes,no,cellular,apr,mon,2,0,nonexistent,no,1,mid,blue-collar,low
45,married,no,no,telephone,jun,tue,2,0,nonexistent,no,25,mid,white-collar,high
56,married,yes,no,cellular,nov,tue,1,0,nonexistent,no,2,mid,white-collar,high
45,married,no,no,cellular,apr,tue,1,1,failure,no,5,mid,blue-collar,mid
59,married,yes,no,cellular,oct,mon,3,1,failure,yes,9,high,blue-collar,mid
56,married,yes,no,cellular,jul,thu,2,1,failure,no,7,mid,blue-collar,mid
41,married,yes,no,telephone,may,tue,1,0,nonexistent,no,2,mid,white-collar,mid
52,divorced,no,yes,cellular,aug,tue,1,0,nonexistent,no,1,high,blue-collar,mid
50,married,yes,no,cellular,jul,mon,1,0,nonexistent,no,4,high,white-collar,high
39,married,yes,yes,cellular,nov,thu,3,0,nonexistent,no,2,high,white-collar,high
37,divorced,yes,no,cellular,may,thu,1,0,nonexistent,no,4,mid,blue-collar,low
39,married,no,no,telephone,may,fri,1,0,nonexistent,no,1,high,white-collar,high
34,single,no,yes,telephone,may,wed,1,0,nonexistent,no,3,mid,white-collar,high
49,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,1,mid,white-collar,high
37,single,yes,no,cellular,may,tue,1,0,nonexistent,no,1,high,white-collar,high
57,married,no,no,telephone,jul,wed,1,0,nonexistent,no,1,low,blue-collar,low
47,married,yes,yes,telephone,jul,tue,2,0,nonexistent,no,5,low,blue-collar,low
27,single,no,yes,cellular,nov,mon,1,0,nonexistent,yes,2,high,out-of-workforce,low
36,married,no,no,telephone,may,thu,1,0,nonexistent,no,1,low,blue-collar,low
31,married,no,no,cellular,aug,tue,5,0,nonexistent,no,2,high,white-collar,high
50,married,yes,no,cellular,aug,wed,2,0,nonexistent,no,1,low,blue-collar,low
33,single,yes,no,telephone,may,wed,1,0,nonexistent,no,4,low,blue-collar,mid
30,married,yes,no,cellular,nov,wed,2,0,nonexistent,no,3,mid,white-collar,high
51,married,yes,no,cellular,jul,tue,2,0,nonexistent,no,3,low,blue-collar,low
32,married,yes,no,cellular,aug,mon,1,0,nonexistent,no,2,high,blue-collar,mid
28,married,no,no,telephone,jun,wed,1,0,nonexistent,no,6,low,blue-collar,low
30,married,yes,no,telephone,may,tue,2,0,nonexistent,no,3,mid,blue-collar,mid
48,married,no,yes,cellular,may,wed,1,0,nonexistent,no,3,low,blue-collar,low
40,married,yes,yes,cellular,oct,fri,5,0,nonexistent,no,2,high,white-collar,high
59,married,yes,no,telephone,mar,wed,7,0,nonexistent,no,2,high,white-collar,high
35,single,no,no,telephone,may,tue,1,0,nonexistent,no,2,high,white-collar,high
40,married,yes,yes,telephone,may,wed,5,0,nonexistent,no,10,high,white-collar,high
47,married,no,no,cellular,jul,mon,3,0,nonexistent,no,3,low,blue-collar,low
29,single,yes,no,telephone,may,wed,2,0,nonexistent,no,1,low,white-collar,high
37,married,no,no,telephone,may,tue,2,0,nonexistent,no,9,low,blue-collar,low
38,single,no,no,cellular,mar,wed,1,1,failure,yes,2,mid,blue-collar,low
51,divorced,no,no,telephone,jun,wed,1,0,nonexistent,no,0,low,blue-collar,low
56,married,yes,no,telephone,may,fri,1,0,nonexistent,no,11,low,out-of-workforce,low
56,married,no,no,telephone,may,tue,1,0,nonexistent,no,4,mid,white-collar,high
44,single,yes,no,telephone,may,fri,1,0,nonexistent,no,0,high,blue-collar,mid
33,single,yes,no,cellular,oct,thu,1,3,success,yes,13,high,white-collar,high
27,single,yes,no,telephone,may,wed,6,0,nonexistent,no,5,high,out-of-workforce,low
74,married,yes,no,cellular,nov,fri,3,1,failure,no,4,mid,out-of-workforce,low
39,married,yes,no,telephone,may,fri,1,0,nonexistent,no,5,mid,white-collar,mid
24,single,yes,yes,cellular,jun,tue,1,2,failure,no,12,high,blue-collar,mid
50,married,yes,yes,cellular,jul,tue,1,0,nonexistent,no,3,mid,white-collar,high
35,married,no,no,telephone,jun,wed,2,0,nonexistent,yes,25,mid,blue-collar,mid
41,married,yes,no,cellular,apr,mon,1,1,failure,no,1,mid,blue-collar,low
51,married,yes,no,telephone,may,mon,2,0,nonexistent,no,3,mid,blue-collar,low
51,married,yes,no,cellular,aug,wed,1,0,nonexistent,no,2,high,white-collar,high
31,married,no,yes,cellular,jul,mon,11,0,nonexistent,no,0,high,white-collar,high
25,divorced,yes,no,telephone,jun,mon,2,0,nonexistent,no,4,high,blue-collar,mid
49,married,no,no,telephone,may,thu,2,0,nonexistent,no,1,mid,blue-collar,mid
50,married,no,no,telephone,jun,tue,6,0,nonexistent,no,2,low,blue-collar,low
39,married,yes,yes,cellular,apr,tue,2,0,nonexistent,no,5,high,white-collar,high
41,divorced,no,yes,cellular,dec,thu,1,0,nonexistent,no,0,mid,blue-collar,mid
35,married,no,no,cellular,nov,wed,1,0,nonexistent,no,11,high,white-collar,high
32,married,no,yes,cellular,aug,wed,1,0,nonexistent,no,5,high,white-collar,high
31,married,no,yes,cellular,jul,thu,1,0,nonexistent,no,3,mid,blue-collar,mid
42,married,no,no,cellular,may,fri,1,1,failure,yes,9,mid,blue-collar,mid
22,single,yes,no,telephone,may,mon,1,0,nonexistent,no,6,mid,blue-collar,mid
28,married,no,yes,telephone,may,mon,1,0,nonexistent,no,5,low,blue-collar,low
25,single,no,no,cellular,may,fri,3,1,failure,yes,11,mid,white-collar,high
37,married,yes,no,cellular,jul,mon,1,0,nonexistent,no,10,low,blue-collar,low
50,married,yes,no,telephone,jun,thu,2,0,nonexistent,no,3,mid,blue-collar,low
32,single,yes,no,cellular,may,mon,4,1,failure,no,3,high,white-collar,high
30,divorced,no,no,telephone,may,thu,2,0,nonexistent,no,6,mid,blue-collar,mid
51,married,yes,no,cellular,may,mon,2,0,nonexistent,no,1,low,blue-collar,low
29,single,no,no,cellular,nov,fri,1,1,failure,yes,9,mid,blue-collar,mid
46,divorced,no,no,cellular,jul,tue,4,0,nonexistent,no,2,mid,blue-collar,mid
40,married,yes,no,telephone,may,wed,1,0,nonexistent,no,3,low,blue-collar,low
31,single,yes,no,cellular,jul,mon,4,0,nonexistent,no,7,low,white-collar,high
55,married,yes,no,telephone,jun,thu,1,0,nonexistent,yes,19,low,blue-collar,low
74,divorced,yes,no,cellular,may,tue,1,0,nonexistent,yes,6,high,out-of-workforce,low
56,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,2,low,blue-collar,low
49,married,yes,no,cellular,aug,tue,1,0,nonexistent,no,3,mid,blue-collar,mid
35,married,no,no,telephone,may,tue,8,0,nonexistent,no,2,high,white-collar,high
35,married,yes,no,cellular,may,mon,1,0,nonexistent,no,6,low,blue-collar,low
46,divorced,yes,no,cellular,apr,thu,2,0,nonexistent,no,8,low,white-collar,mid
30,single,yes,no,cellular,nov,thu,1,1,failure,yes,9,high,white-collar,high
33,single,yes,yes,telephone,jun,wed,1,0,nonexistent,no,9,high,white-collar,high
34,single,yes,yes,cellular,nov,wed,2,1,success,no,3,mid,white-collar,high
53,married,yes,no,cellular,apr,fri,2,0,nonexistent,no,2,high,white-collar,high
35,single,yes,no,telephone,may,thu,2,0,nonexistent,no,6,low,blue-collar,mid
43,married,no,no,telephone,may,mon,1,0,nonexistent,no,3,low,white-collar,high
53,married,no,no,cellular,aug,fri,1,0,nonexistent,no,2,high,white-collar,high
38,married,no,no,cellular,aug,tue,2,0,nonexistent,no,1,mid,blue-collar,mid
51,divorced,no,no,telephone,jun,mon,2,0,nonexistent,no,2,low,blue-collar,low
34,single,no,no,cellular,nov,thu,3,0,nonexistent,no,2,low,white-collar,mid
43,divorced,no,yes,cellular,jul,thu,1,0,nonexistent,no,1,low,blue-collar,low
37,divorced,no,no,telephone,jun,thu,1,0,nonexistent,no,4,low,blue-collar,low
30,single,yes,yes,cellular,jul,mon,4,0,nonexistent,no,2,high,blue-collar,mid
46,married,yes,no,telephone,may,fri,1,0,nonexistent,no,2,mid,blue-collar,mid
33,married,yes,yes,telephone,may,thu,1,0,nonexistent,no,2,mid,white-collar,high
50,divorced,no,no,cellular,mar,fri,2,0,nonexistent,no,3,high,out-of-workforce,low
57,married,yes,no,cellular,jul,wed,1,0,nonexistent,no,1,low,blue-collar,low
60,married,no,no,cellular,aug,fri,5,0,nonexistent,no,3,high,white-collar,high
51,married,yes,yes,cellular,jul,fri,5,0,nonexistent,no,4,mid,blue-collar,mid
32,single,no,no,telephone,jun,thu,4,0,nonexistent,no,3,high,white-collar,high
38,married,no,yes,telephone,jun,mon,6,0,nonexistent,no,3,low,blue-collar,mid
29,single,no,no,cellular,jul,fri,2,0,nonexistent,no,4,low,blue-collar,low
57,married,yes,no,cellular,may,wed,7,2,success,no,1,mid,blue-collar,mid
49,married,no,no,cellular,apr,fri,1,0,nonexistent,yes,6,low,blue-collar,mid
47,married,yes,no,telephone,apr,tue,5,0,nonexistent,no,4,low,white-collar,mid
40,divorced,no,no,cellular,may,thu,6,0,nonexistent,no,8,low,blue-collar,low
35,single,yes,no,cellular,may,tue,3,0,nonexistent,no,3,high,blue-collar,mid
49,married,no,no,telephone,nov,tue,2,0,nonexistent,no,3,mid,white-collar,high
35,divorced,yes,no,cellular,sep,fri,2,0,nonexistent,no,1,mid,blue-collar,mid
32,divorced,no,no,cellular,aug,tue,2,0,nonexistent,no,4,high,white-collar,high
70,married,no,no,cellular,oct,thu,1,3,success,yes,10,mid,out-of-workforce,low
40,married,no,no,telephone,jun,fri,2,0,nonexistent,no,1,mid,blue-collar,mid
34,married,yes,no,telephone,may,thu,1,0,nonexistent,no,2,low,blue-collar,low
44,married,no,no,telephone,jun,fri,10,0,nonexistent,no,0,high,white-collar,high
31,married,yes,no,cellular,aug,tue,1,0,nonexistent,no,3,high,white-collar,high
31,single,no,no,cellular,aug,wed,4,0,nonexistent,no,10,high,white-collar,high
35,single,no,no,telephone,may,wed,1,0,nonexistent,no,2,high,white-collar,high
31,divorced,no,no,telephone,may,tue,1,0,nonexistent,no,4,low,blue-collar,mid
32,single,no,no,cellular,jul,fri,4,1,success,no,4,high,white-collar,high
29,single,no,no,cellular,may,tue,6,1,failure,no,4,high,white-collar,high
29,married,yes,no,cellular,may,wed,4,1,failure,yes,5,high,white-collar,high
37,single,yes,no,cellular,apr,thu,1,0,nonexistent,yes,4,high,white-collar,high
57,married,yes,no,telephone,may,tue,3,0,nonexistent,no,6,low,white-collar,high
57,married,no,yes,telephone,may,tue,2,0,nonexistent,no,7,mid,white-collar,mid
34,married,no,no,telephone,jun,fri,3,0,nonexistent,no,3,mid,blue-collar,mid
29,single,yes,yes,cellular,jul,tue,1,0,nonexistent,no,9,low,blue-collar,low
41,married,no,no,telephone,jul,tue,1,0,nonexistent,no,9,low,blue-collar,low
32,single,no,no,cellular,apr,mon,1,0,nonexistent,no,6,high,white-collar,high
34,single,yes,no,cellular,apr,mon,1,0,nonexistent,no,5,high,white-collar,high
38,married,yes,yes,cellular,aug,wed,4,0,nonexistent,no,1,mid,blue-collar,mid
55,married,yes,no,telephone,may,wed,1,0,nonexistent,no,1,mid,white-collar,high
37,married,no,no,cellular,apr,fri,2,0,nonexistent,no,1,mid,blue-collar,mid
44,married,yes,no,cellular,nov,wed,1,0,nonexistent,no,1,high,white-collar,mid
32,married,yes,no,cellular,nov,tue,1,0,nonexistent,yes,5,mid,white-collar,high
42,married,yes,no,cellular,may,mon,2,0,nonexistent,no,6,low,blue-collar,low
58,married,no,no,cellular,aug,wed,3,0,nonexistent,no,1,low,blue-collar,low
29,single,yes,no,telephone,jul,wed,1,1,success,yes,4,low,blue-collar,mid
56,married,no,no,telephone,may,wed,2,0,nonexistent,no,8,mid,blue-collar,mid
33,married,yes,no,telephone,jun,fri,1,0,nonexistent,no,6,mid,blue-collar,mid
35,married,yes,no,cellular,may,tue,1,0,nonexistent,no,3,mid,blue-collar,low
33,married,no,no,telephone,may,thu,1,0,nonexistent,no,8,high,white-collar,high
52,married,no,no,cellular,aug,mon,3,0,nonexistent,no,2,low,blue-collar,low
44,married,yes,no,telephone,jun,thu,3,0,nonexistent,no,3,mid,blue-collar,mid
31,single,yes,no,cellular,may,thu,3,0,nonexistent,no,8,mid,blue-collar,mid
37,single,yes,no,telephone,apr,thu,1,0,nonexistent,no,1,high,white-collar,mid
32,single,yes,no,cellular,aug,thu,1,0,nonexistent,no,10,high,blue-collar,mid
55,married,no,no,telephone,jun,wed,1,0,nonexistent,no,6,low,blue-collar,low
32,married,no,no,cellular,jun,tue,1,1,success,yes,1,high,white-collar,high
34,single,no,no,cellular,may,wed,1,0,nonexistent,yes,7,mid,blue-collar,low
40,married,yes,no,telephone,may,thu,6,0,nonexistent,no,4,low,white-collar,high
49,married,no,no,telephone,jun,thu,2,0,nonexistent,yes,19,low,blue-collar,low
25,single,yes,no,cellular,apr,thu,1,0,nonexistent,no,2,low,blue-collar,low
48,single,yes,no,cellular,jul,fri,5,0,nonexistent,no,4,mid,white-collar,high
27,single,no,no,telephone,may,wed,2,1,failure,no,2,mid,blue-collar,mid
51,married,no,no,telephone,jun,tue,2,0,nonexistent,no,4,mid,blue-collar,mid
35,married,yes,no,cellular,may,mon,2,0,nonexistent,no,4,low,blue-collar,low
38,married,yes,no,telephone,may,thu,3,0,nonexistent,no,0,mid,white-collar,high
50,single,no,yes,cellular,jul,mon,8,0,nonexistent,no,3,mid,blue-collar,mid
46,married,yes,no,telephone,jun,fri,3,0,nonexistent,no,0,mid,white-collar,high
46,married,no,no,telephone,may,tue,2,0,nonexistent,no,7,low,blue-collar,low
32,single,no,yes,cellular,nov,fri,7,0,nonexistent,no,0,high,white-collar,high
37,single,yes,no,telephone,may,mon,6,0,nonexistent,no,3,mid,white-collar,high
30,single,yes,no,cellular,apr,fri,1,1,failure,no,4,mid,blue-collar,mid
33,married,no,yes,cellular,jul,mon,2,0,nonexistent,no,1,mid,blue-collar,low
65,married,yes,yes,cellular,oct,fri,2,1,success,yes,6,mid,out-of-workforce,low
53,married,no,no,cellular,aug,wed,1,0,nonexistent,no,9,mid,white-collar,high
34,single,yes,no,cellular,aug,thu,1,0,nonexistent,no,2,high,blue-collar,mid
48,single,no,yes,cellular,jul,tue,2,0,nonexistent,no,2,high,white-collar,high
36,married,no,no,cellular,aug,mon,4,0,nonexistent,no,1,high,white-collar,high
50,married,no,no,cellular,jul,thu,1,0,nonexistent,no,3,mid,white-collar,high
33,single,no,no,cellular,aug,mon,2,0,nonexistent,no,2,mid,blue-collar,mid
44,married,no,no,telephone,nov,tue,1,0,nonexistent,no,3,mid,blue-collar,mid
39,married,yes,no,telephone,may,fri,2,0,nonexistent,no,8,mid,blue-collar,low
36,married,yes,no,telephone,jun,wed,1,0,nonexistent,no,3,mid,white-collar,high
28,married,yes,no,cellular,may,fri,1,0,nonexistent,no,10,mid,white-collar,high
37,married,yes,no,cellular,jul,mon,8,0,nonexistent,no,5,high,white-collar,high
30,married,yes,yes,cellular,may,mon,2,0,nonexistent,no,7,low,blue-collar,low
64,married,no,no,cellular,jul,thu,1,0,nonexistent,yes,6,mid,white-collar,high
37,married,yes,no,cellular,jul,fri,5,2,success,yes,17,high,white-collar,high
56,married,yes,no,cellular,aug,tue,3,0,nonexistent,no,6,high,out-of-workforce,low
46,married,yes,no,cellular,nov,thu,1,0,nonexistent,no,8,high,white-collar,high
53,married,yes,no,cellular,apr,fri,1,0,nonexistent,no,13,high,white-collar,high
33,married,no,yes,cellular,aug,tue,1,2,success,no,2,mid,white-collar,high
30,single,no,no,cellular,may,fri,2,0,nonexistent,no,1,mid,blue-collar,mid
32,single,yes,no,cellular,aug,tue,1,0,nonexistent,no,3,high,white-collar,high
37,married,no,no,cellular,may,thu,1,0,nonexistent,no,3,mid,white-collar,high
53,divorced,no,no,telephone,may,thu,1,0,nonexistent,no,2,low,out-of-workforce,low
38,married,no,no,cellular,nov,mon,1,0,nonexistent,no,2,low,blue-collar,low
26,single,no,no,cellular,jul,fri,1,0,nonexistent,no,2,mid,blue-collar,low
34,married,yes,yes,telephone,aug,thu,10,0,nonexistent,no,0,high,white-collar,high
40,single,no,no,telephone,may,wed,3,0,nonexistent,no,4,high,white-collar,high
33,single,yes,no,cellular,mar,wed,10,0,nonexistent,no,2,mid,blue-collar,low
46,married,yes,no,telephone,may,fri,3,0,nonexistent,no,3,high,white-collar,high
38,single,no,no,telephone,may,tue,1,0,nonexistent,no,8,high,blue-collar,low
36,married,no,no,telephone,may,tue,1,0,nonexistent,no,3,mid,blue-collar,mid
47,married,yes,yes,cellular,aug,tue,2,0,nonexistent,no,4,low,blue-collar,mid
39,married,no,no,telephone,jun,tue,2,0,nonexistent,no,1,mid,blue-collar,mid
30,single,yes,no,cellular,jul,wed,3,0,nonexistent,no,2,high,white-collar,mid
31,single,no,no,cellular,jul,wed,2,0,nonexistent,no,2,mid,white-collar,high
45,divorced,no,yes,cellular,nov,fri,1,0,nonexistent,no,1,high,white-collar,high
24,married,no,no,cellular,jul,tue,4,0,nonexistent,no,5,mid,blue-collar,low
42,married,no,no,telephone,may,mon,1,0,nonexistent,no,3,low,blue-collar,low
57,married,yes,no,telephone,jun,tue,3,0,nonexistent,no,8,low,blue-collar,low
30,single,no,no,cellular,apr,thu,1,0,nonexistent,no,4,high,white-collar,high
