age,marital,education_level,job_type,income_level,contact,day_of_week,duration_mins,campaign,previous,poutcome,was_contacted_before,deposited_before,y
52,married,high,white-collar,mid,cellular,tue,1,4,0,nonexistent,False,False,no
33,married,low,white-collar,mid,telephone,wed,0,1,0,nonexistent,False,False,no
35,married,high,white-collar,mid,cellular,thu,10,1,0,nonexistent,False,False,no
37,single,mid,blue-collar,mid,cellular,mon,3,3,0,nonexistent,False,False,no
35,married,high,white-collar,high,telephone,thu,8,1,0,nonexistent,False,False,no
24,single,high,out-of-workforce,low,cellular,wed,5,1,1,success,True,True,yes
36,married,high,white-collar,high,cellular,fri,8,4,0,nonexistent,False,False,no
33,married,mid,blue-collar,mid,cellular,tue,5,1,0,nonexistent,False,False,no
42,married,mid,white-collar,mid,telephone,wed,4,2,0,nonexistent,False,False,no
38,married,low,blue-collar,mid,telephone,tue,2,2,0,nonexistent,False,False,no
33,married,high,white-collar,high,telephone,mon,7,9,0,nonexistent,False,False,no
60,married,mid,out-of-workforce,low,cellular,thu,3,3,1,success,True,True,yes
29,married,mid,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
36,married,low,white-collar,high,cellular,mon,2,3,0,nonexistent,False,False,no
40,married,high,white-collar,high,cellular,mon,1,1,0,nonexistent,False,False,no
34,single,mid,blue-collar,mid,cellular,wed,3,1,1,failure,True,False,no
27,married,low,blue-collar,mid,cellular,wed,11,1,0,nonexistent,False,False,yes
43,single,mid,blue-collar,mid,cellular,mon,6,3,0,nonexistent,False,False,no
30,single,mid,out-of-workforce,low,telephone,tue,2,1,0,nonexistent,False,False,no
30,single,high,white-collar,mid,cellular,mon,2,4,0,nonexistent,False,False,no
39,married,low,white-collar,mid,cellular,wed,20,1,0,nonexistent,False,False,yes
44,married,low,blue-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,cellular,thu,2,5,0,nonexistent,False,False,no
52,divorced,high,white-collar,mid,cellular,wed,3,2,0,nonexistent,False,False,no
41,divorced,mid,blue-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
42,married,low,out-of-workforce,low,telephone,fri,12,1,0,nonexistent,False,False,no
39,married,mid,blue-collar,mid,cellular,thu,3,2,1,failure,True,False,no
31,married,high,white-collar,mid,cellular,tue,2,3,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,wed,10,3,1,failure,True,False,no
38,married,mid,white-collar,high,cellular,thu,3,1,1,failure,True,False,no
32,divorced,high,white-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
46,married,mid,white-collar,mid,cellular,mon,1,3,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,telephone,mon,4,1,0,nonexistent,False,False,no
28,single,high,white-collar,mid,cellular,thu,7,2,0,nonexistent,False,False,no
46,married,low,blue-collar,mid,telephone,wed,2,2,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,telephone,fri,1,4,0,nonexistent,False,False,no
29,single,low,blue-collar,mid,cellular,tue,9,1,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,thu,0,1,0,nonexistent,False,False,no
25,divorced,mid,blue-collar,mid,telephone,fri,1,2,0,nonexistent,False,False,no
40,married,high,white-collar,high,cellular,mon,5,3,0,nonexistent,False,False,yes
30,married,mid,blue-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,thu,12,1,0,nonexistent,False,False,yes
39,married,low,blue-collar,mid,telephone,thu,6,1,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,telephone,tue,2,2,0,nonexistent,False,False,no
49,married,low,blue-collar,mid,telephone,wed,7,1,0,nonexistent,False,False,no
44,divorced,mid,blue-collar,mid,telephone,fri,2,2,0,nonexistent,False,False,no
46,married,mid,blue-collar,mid,cellular,tue,4,3,1,failure,True,False,no
53,married,low,white-collar,high,telephone,fri,4,1,0,nonexistent,False,False,no
46,married,mid,blue-collar,mid,telephone,fri,1,1,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,cellular,thu,9,2,0,nonexistent,False,False,no
31,divorced,mid,blue-collar,mid,cellular,mon,9,1,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
41,married,high,white-collar,mid,cellular,wed,3,1,1,failure,True,False,no
44,married,mid,white-collar,mid,telephone,mon,13,1,0,nonexistent,False,False,no
36,divorced,mid,blue-collar,mid,cellular,mon,6,7,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,cellular,thu,4,2,0,nonexistent,False,False,no
29,single,high,white-collar,mid,cellular,wed,2,3,0,nonexistent,False,False,no
50,married,mid,blue-collar,mid,cellular,thu,2,2,0,nonexistent,False,False,no
38,married,mid,blue-collar,mid,cellular,fri,3,2,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,thu,5,4,0,nonexistent,False,False,no
35,single,high,white-collar,mid,cellular,fri,7,5,1,success,True,True,yes
29,married,mid,white-collar,high,cellular,fri,19,1,0,nonexistent,False,False,no
37,married,mid,white-collar,mid,cellular,mon,7,1,0,nonexistent,False,False,no
38,single,low,blue-collar,mid,telephone,thu,3,2,0,nonexistent,False,False,no
38,divorced,mid,white-collar,mid,cellular,wed,1,1,1,failure,True,False,no
58,married,low,white-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
40,married,low,blue-collar,mid,cellular,mon,1,1,0,nonexistent,False,False,no
34,married,mid,white-collar,mid,telephone,mon,9,1,0,nonexistent,False,False,no
42,married,low,blue-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
35,single,high,out-of-workforce,low,telephone,mon,3,4,0,nonexistent,False,False,no
39,married,high,white-collar,high,cellular,fri,1,1,0,nonexistent,False,False,no
33,single,mid,blue-collar,mid,cellular,thu,1,11,0,nonexistent,False,False,no
33,married,high,white-collar,mid,cellular,mon,5,2,0,nonexistent,False,False,no
42,divorced,high,white-collar,mid,cellular,wed,11,1,1,success,True,True,yes
26,single,high,out-of-workforce,low,cellular,wed,4,2,0,nonexistent,False,False,no
29,single,high,white-collar,mid,cellular,fri,5,2,0,nonexistent,False,False,no
41,single,low,blue-collar,mid,telephone,mon,4,1,0,nonexistent,False,False,no
32,married,mid,blue-collar,mid,cellular,fri,2,4,0,nonexistent,False,False,no
51,married,mid,out-of-workforce,low,telephone,tue,3,3,0,nonexistent,False,False,no
50,married,mid,blue-collar,mid,telephone,tue,1,5,0,nonexistent,False,False,no
29,single,mid,blue-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
53,married,low,blue-collar,mid,telephone,tue,9,1,0,nonexistent,False,False,no
24,single,mid,out-of-workforce,low,cellular,tue,9,1,0,nonexistent,False,False,no
47,married,mid,blue-collar,mid,cellular,tue,6,1,1,failure,True,False,no
41,married,low,blue-collar,mid,telephone,fri,2,3,0,nonexistent,False,False,no
32,divorced,mid,blue-collar,mid,telephone,tue,2,1,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,cellular,mon,13,2,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
28,married,low,blue-collar,mid,cellular,mon,4,2,0,nonexistent,False,False,no
29,single,low,white-collar,mid,cellular,mon,1,2,0,nonexistent,False,False,no
37,married,high,blue-collar,mid,telephone,fri,0,2,0,nonexistent,False,False,no
56,divorced,high,white-collar,high,telephone,thu,2,2,0,nonexistent,False,False,no
46,married,mid,blue-collar,mid,cellular,mon,1,2,0,nonexistent,False,False,no
56,married,low,blue-collar,mid,cellular,wed,2,6,0,nonexistent,False,False,no
39,single,low,blue-collar,mid,telephone,fri,8,24,0,nonexistent,False,False,no
38,married,low,white-collar,mid,telephone,mon,1,2,0,nonexistent,False,False,no
28,married,low,blue-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
38,married,high,white-collar,high,cellular,thu,3,2,0,nonexistent,False,False,no
44,married,low,blue-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
32,single,high,white-collar,mid,cellular,mon,1,1,0,nonexistent,False,False,no
30,single,high,white-collar,high,cellular,thu,3,1,0,nonexistent,False,False,yes
38,married,mid,blue-collar,mid,telephone,mon,7,2,0,nonexistent,False,False,no
31,married,low,blue-collar,mid,telephone,wed,8,2,0,nonexistent,False,False,no
34,married,mid,white-collar,mid,cellular,thu,2,1,1,failure,True,False,no
31,married,mid,white-collar,mid,telephone,mon,5,2,0,nonexistent,False,False,no
24,single,mid,blue-collar,mid,telephone,fri,7,1,0,nonexistent,False,False,no
29,married,high,blue-collar,mid,cellular,wed,3,1,0,nonexistent,False,False,no
40,married,high,white-collar,mid,cellular,thu,0,11,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,telephone,wed,1,8,0,nonexistent,False,False,no
42,divorced,low,blue-collar,mid,telephone,wed,0,11,0,nonexistent,False,False,no
31,single,low,blue-collar,mid,cellular,mon,6,1,0,nonexistent,False,False,no
54,married,low,blue-collar,mid,cellular,thu,4,2,0,nonexistent,False,False,no
40,divorced,mid,blue-collar,mid,cellular,tue,1,2,0,nonexistent,False,False,no
53,married,low,blue-collar,mid,cellular,wed,9,24,0,nonexistent,False,False,no
52,married,high,white-collar,high,cellular,tue,3,3,0,nonexistent,False,False,no
43,single,high,white-collar,mid,telephone,fri,1,1,0,nonexistent,False,False,no
21,single,mid,blue-collar,mid,telephone,wed,3,1,0,nonexistent,False,False,no
25,married,mid,blue-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,fri,2,3,0,nonexistent,False,False,no
36,divorced,mid,blue-collar,mid,telephone,tue,9,2,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,cellular,wed,1,2,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,telephone,mon,0,1,0,nonexistent,False,False,no
29,single,high,blue-collar,mid,cellular,tue,1,1,0,nonexistent,False,False,no
51,married,mid,blue-collar,mid,telephone,fri,1,2,0,nonexistent,False,False,no
41,divorced,mid,blue-collar,mid,cellular,fri,6,4,1,failure,True,False,no
30,single,low,blue-collar,mid,cellular,mon,2,5,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,telephone,tue,6,3,0,nonexistent,False,False,no
47,married,low,white-collar,high,telephone,mon,2,22,0,nonexistent,False,False,no
42,married,mid,blue-collar,mid,cellular,wed,6,2,0,nonexistent,False,False,no
42,married,high,white-collar,mid,cellular,fri,20,4,0,nonexistent,False,False,yes
57,married,low,blue-collar,mid,cellular,wed,7,3,0,nonexistent,False,False,no
40,married,high,out-of-workforce,low,telephone,wed,1,1,0,nonexistent,False,False,no
42,single,high,white-collar,mid,cellular,mon,0,11,0,nonexistent,False,False,no
43,married,mid,blue-collar,mid,telephone,fri,4,3,0,nonexistent,False,False,no
50,divorced,mid,blue-collar,mid,telephone,mon,3,2,0,nonexistent,False,False,no
44,married,high,white-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
46,divorced,mid,white-collar,high,cellular,tue,3,2,1,failure,True,False,no
27,single,high,blue-collar,mid,cellular,thu,1,8,0,nonexistent,False,False,no
51,married,mid,white-collar,mid,telephone,wed,6,1,0,nonexistent,False,False,no
41,married,high,white-collar,mid,cellular,wed,7,1,1,failure,True,False,no
33,married,high,blue-collar,mid,cellular,wed,5,2,0,nonexistent,False,False,no
41,single,mid,white-collar,mid,telephone,wed,10,2,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,tue,7,1,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,cellular,mon,10,5,0,nonexistent,False,False,no
50,married,mid,blue-collar,mid,telephone,fri,2,2,0,nonexistent,False,False,no
31,single,low,blue-collar,mid,telephone,wed,1,2,0,nonexistent,False,False,no
32,single,high,white-collar,mid,cellular,mon,4,1,0,nonexistent,False,False,yes
63,married,mid,out-of-workforce,low,cellular,wed,23,1,0,nonexistent,False,False,no
44,married,high,blue-collar,mid,cellular,mon,2,1,1,failure,True,False,no
58,married,mid,out-of-workforce,low,cellular,tue,2,1,1,failure,True,False,no
39,single,mid,white-collar,mid,telephone,mon,4,3,0,nonexistent,False,False,no
43,married,high,white-collar,high,cellular,wed,2,1,1,failure,True,False,no
38,married,low,blue-collar,mid,cellular,thu,6,1,0,nonexistent,False,False,no
54,married,mid,white-collar,mid,cellular,tue,1,5,0,nonexistent,False,False,no
32,married,high,white-collar,high,cellular,fri,2,1,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,cellular,mon,3,1,0,nonexistent,False,False,no
45,divorced,low,blue-collar,mid,telephone,wed,3,1,0,nonexistent,False,False,no
32,single,low,blue-collar,mid,telephone,fri,5,3,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,cellular,fri,6,3,0,nonexistent,False,False,no
30,married,high,white-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
59,divorced,mid,white-collar,mid,cellular,wed,1,2,0,nonexistent,False,False,no
36,married,low,white-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
37,single,low,white-collar,high,cellular,thu,2,1,0,nonexistent,False,False,yes
49,married,mid,white-collar,mid,cellular,tue,11,1,1,failure,True,False,yes
45,single,low,white-collar,mid,cellular,wed,3,1,0,nonexistent,False,False,no
30,single,mid,out-of-workforce,low,cellular,wed,6,4,2,failure,True,False,yes
52,married,low,blue-collar,mid,telephone,fri,4,2,0,nonexistent,False,False,no
36,married,high,white-collar,mid,cellular,mon,2,10,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,cellular,tue,1,1,0,nonexistent,False,False,no
42,married,mid,blue-collar,mid,cellular,mon,1,1,0,nonexistent,False,False,no
36,single,mid,white-collar,mid,cellular,fri,4,5,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,telephone,wed,2,1,1,failure,True,False,no
31,single,high,blue-collar,mid,cellular,wed,8,2,0,nonexistent,False,False,no
37,single,low,blue-collar,mid,telephone,wed,4,2,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,cellular,thu,4,2,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,cellular,tue,14,3,0,nonexistent,False,False,yes
41,married,low,white-collar,high,telephone,mon,9,2,0,nonexistent,False,False,no
30,married,low,blue-collar,mid,cellular,wed,9,1,0,nonexistent,False,False,no
28,single,high,white-collar,mid,cellular,mon,4,3,0,nonexistent,False,False,no
37,divorced,high,white-collar,high,cellular,thu,2,3,0,nonexistent,False,False,no
28,single,mid,white-collar,mid,cellular,tue,2,4,0,nonexistent,False,False,no
41,married,high,white-collar,high,cellular,tue,6,1,0,nonexistent,False,False,no
51,divorced,mid,blue-collar,mid,cellular,thu,5,1,1,failure,True,False,no
57,divorced,high,white-collar,high,cellular,thu,2,2,0,nonexistent,False,False,no
42,married,mid,blue-collar,mid,cellular,mon,5,4,0,nonexistent,False,False,no
77,married,high,out-of-workforce,low,cellular,wed,2,8,2,failure,True,False,no
37,married,high,white-collar,high,cellular,mon,3,1,0,nonexistent,False,False,no
36,married,mid,white-collar,mid,telephone,fri,3,3,0,nonexistent,False,False,no
32,single,mid,blue-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,yes
33,married,low,blue-collar,mid,telephone,fri,4,2,0,nonexistent,False,False,no
35,single,high,white-collar,mid,cellular,mon,2,3,0,nonexistent,False,False,no
28,single,low,blue-collar,mid,cellular,fri,6,8,0,nonexistent,False,False,no
50,married,low,blue-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
30,married,high,white-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
33,married,high,white-collar,mid,cellular,wed,2,2,0,nonexistent,False,False,no
37,single,mid,white-collar,mid,cellular,fri,5,5,2,failure,True,False,yes
42,married,low,blue-collar,mid,cellular,mon,2,2,1,failure,True,False,no
40,married,mid,blue-collar,mid,cellular,fri,3,1,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,cellular,fri,9,3,0,nonexistent,False,False,no
45,married,mid,white-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
52,divorced,mid,white-collar,high,cellular,tue,12,1,0,nonexistent,False,False,yes
52,divorced,low,blue-collar,mid,cellular,wed,5,8,0,nonexistent,False,False,no
50,single,mid,white-collar,mid,cellular,wed,3,1,0,nonexistent,False,False,no
32,divorced,mid,blue-collar,mid,cellular,wed,12,2,0,nonexistent,False,False,no
42,married,low,out-of-workforce,low,telephone,fri,3,19,0,nonexistent,False,False,no
54,single,high,white-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,cellular,thu,10,1,0,nonexistent,False,False,yes
54,divorced,mid,blue-collar,mid,cellular,wed,4,1,1,failure,True,False,no
61,married,high,white-collar,mid,telephone,wed,4,4,0,nonexistent,False,False,yes
43,divorced,low,blue-collar,mid,cellular,tue,2,5,0,nonexistent,False,False,no
44,married,low,white-collar,high,cellular,thu,4,1,0,nonexistent,False,False,no
53,married,low,blue-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
24,single,mid,blue-collar,mid,cellular,wed,5,2,0,nonexistent,False,False,yes
50,married,low,blue-collar,mid,cellular,thu,4,2,0,nonexistent,False,False,no
30,married,low,blue-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,yes
34,married,low,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,cellular,mon,11,2,0,nonexistent,False,False,yes
43,single,mid,blue-collar,mid,cellular,mon,6,1,0,nonexistent,False,False,no
58,married,high,white-collar,high,telephone,wed,1,1,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,cellular,tue,1,4,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,cellular,wed,10,1,0,nonexistent,False,False,no
30,married,high,white-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,yes
42,single,high,white-collar,high,cellular,mon,2,1,0,nonexistent,False,False,yes
31,single,high,blue-collar,mid,cellular,thu,4,4,0,nonexistent,False,False,no
36,married,high,blue-collar,mid,telephone,wed,3,2,0,nonexistent,False,False,no
55,divorced,high,white-collar,mid,cellular,mon,7,2,0,nonexistent,False,False,no
32,single,mid,white-collar,mid,cellular,wed,1,4,0,nonexistent,False,False,no
57,married,low,out-of-workforce,low,cellular,thu,2,1,0,nonexistent,False,False,no
28,married,high,white-collar,high,cellular,mon,13,2,0,nonexistent,False,False,no
24,married,low,white-collar,mid,cellular,wed,3,2,0,nonexistent,False,False,no
43,married,mid,white-collar,high,cellular,thu,6,1,0,nonexistent,False,False,no
61,married,mid,white-collar,mid,cellular,wed,5,1,5,failure,True,False,yes
46,divorced,mid,blue-collar,mid,cellular,thu,4,2,0,nonexistent,False,False,no
27,single,mid,white-collar,mid,cellular,tue,7,5,0,nonexistent,False,False,yes
43,married,mid,blue-collar,mid,telephone,wed,1,4,0,nonexistent,False,False,no
38,married,low,blue-collar,mid,telephone,wed,2,2,0,nonexistent,False,False,no
47,single,mid,blue-collar,mid,telephone,fri,1,1,0,nonexistent,False,False,no
38,married,high,white-collar,high,telephone,mon,5,6,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,telephone,tue,8,4,0,nonexistent,False,False,no
31,single,mid,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
30,married,mid,out-of-workforce,low,cellular,tue,6,3,0,nonexistent,False,False,no
50,divorced,high,white-collar,high,cellular,fri,0,11,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,cellular,tue,3,3,0,nonexistent,False,False,no
47,married,high,white-collar,high,telephone,wed,9,3,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,cellular,fri,2,4,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,telephone,thu,9,1,0,nonexistent,False,False,no
43,married,mid,white-collar,high,cellular,thu,2,2,0,nonexistent,False,False,no
28,married,low,blue-collar,mid,cellular,thu,7,1,0,nonexistent,False,False,no
20,single,mid,white-collar,high,telephone,thu,10,3,0,nonexistent,False,False,no
35,married,high,blue-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
30,divorced,low,white-collar,high,cellular,thu,2,1,1,failure,True,False,no
82,married,high,out-of-workforce,low,cellular,mon,1,3,4,success,True,True,no
53,divorced,high,white-collar,mid,telephone,thu,3,2,0,nonexistent,False,False,no
30,married,high,white-collar,mid,telephone,fri,3,1,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,cellular,fri,2,6,0,nonexistent,False,False,no
32,married,mid,blue-collar,mid,telephone,wed,3,3,0,nonexistent,False,False,no
31,single,low,white-collar,mid,cellular,fri,7,4,0,nonexistent,False,False,yes
36,married,high,white-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
57,married,high,white-collar,mid,cellular,thu,1,15,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
34,single,high,blue-collar,mid,cellular,mon,3,2,0,nonexistent,False,False,yes
42,married,high,white-collar,mid,cellular,tue,2,2,0,nonexistent,False,False,yes
43,married,mid,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
24,married,mid,blue-collar,mid,cellular,mon,6,4,0,nonexistent,False,False,no
38,married,high,white-collar,high,telephone,fri,8,2,0,nonexistent,False,False,no
29,single,mid,out-of-workforce,low,telephone,mon,19,4,0,nonexistent,False,False,no
48,married,low,white-collar,high,cellular,tue,6,1,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,telephone,tue,15,3,0,nonexistent,False,False,no
33,married,mid,white-collar,mid,cellular,tue,2,2,0,nonexistent,False,False,no
53,divorced,low,blue-collar,mid,telephone,mon,3,1,0,nonexistent,False,False,no
27,single,mid,blue-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
24,married,high,blue-collar,mid,cellular,tue,1,2,1,success,True,True,yes
46,divorced,low,blue-collar,mid,cellular,mon,14,2,0,nonexistent,False,False,no
31,single,mid,blue-collar,mid,cellular,tue,3,2,1,failure,True,False,no
36,married,mid,white-collar,mid,cellular,thu,3,3,0,nonexistent,False,False,no
41,married,low,white-collar,mid,telephone,fri,4,2,0,nonexistent,False,False,no
53,married,low,blue-collar,mid,cellular,mon,4,4,0,nonexistent,False,False,no
32,divorced,low,blue-collar,mid,telephone,wed,2,1,0,nonexistent,False,False,no
31,divorced,mid,white-collar,mid,telephone,mon,4,1,0,nonexistent,False,False,no
31,single,mid,blue-collar,mid,telephone,fri,5,2,0,nonexistent,False,False,no
26,single,low,out-of-workforce,low,cellular,tue,3,2,1,failure,True,False,no
40,married,high,white-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,no
38,divorced,low,blue-collar,mid,cellular,wed,2,3,0,nonexistent,False,False,no
37,married,high,white-collar,high,cellular,mon,1,1,1,failure,True,False,no
39,married,high,white-collar,high,telephone,fri,1,1,0,nonexistent,False,False,no
31,single,mid,white-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
41,married,mid,blue-collar,mid,cellular,wed,0,8,0,nonexistent,False,False,no
33,single,high,out-of-workforce,low,telephone,mon,0,13,0,nonexistent,False,False,no
47,married,mid,blue-collar,mid,telephone,fri,1,6,0,nonexistent,False,False,no
52,married,high,blue-collar,mid,telephone,thu,1,1,0,nonexistent,False,False,no
43,single,mid,blue-collar,mid,telephone,tue,3,2,0,nonexistent,False,False,no
53,married,mid,out-of-workforce,low,telephone,thu,0,5,0,nonexistent,False,False,no
60,divorced,low,out-of-workforce,low,cellular,tue,10,1,0,nonexistent,False,False,yes
34,married,high,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
24,single,low,blue-collar,mid,cellular,wed,4,1,0,nonexistent,False,False,no
58,single,low,white-collar,mid,cellular,mon,1,1,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
39,married,high,white-collar,mid,cellular,thu,6,1,0,nonexistent,False,False,no
71,married,mid,out-of-workforce,low,cellular,tue,5,1,0,nonexistent,False,False,yes
58,married,high,blue-collar,mid,telephone,tue,2,12,0,nonexistent,False,False,no
38,divorced,high,white-collar,mid,cellular,tue,4,3,0,nonexistent,False,False,no
36,married,high,white-collar,high,cellular,thu,3,2,0,nonexistent,False,False,no
30,single,high,white-collar,mid,cellular,thu,2,3,0,nonexistent,False,False,no
56,married,mid,blue-collar,mid,cellular,fri,1,4,0,nonexistent,False,False,no
41,married,mid,blue-collar,mid,telephone,mon,11,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,telephone,wed,4,1,0,nonexistent,False,False,no
26,married,low,blue-collar,mid,telephone,tue,1,2,0,nonexistent,False,False,no
36,divorced,mid,blue-collar,mid,cellular,mon,1,2,0,nonexistent,False,False,no
42,married,mid,white-collar,high,cellular,fri,5,3,0,nonexistent,False,False,no
41,divorced,low,blue-collar,mid,telephone,thu,13,1,0,nonexistent,False,False,no
50,married,low,blue-collar,mid,cellular,mon,2,2,1,success,True,True,no
49,married,mid,blue-collar,mid,telephone,tue,5,3,0,nonexistent,False,False,no
42,divorced,low,blue-collar,mid,telephone,wed,3,5,0,nonexistent,False,False,no
26,single,high,white-collar,mid,cellular,wed,3,1,1,success,True,True,no
44,married,mid,blue-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
37,married,high,blue-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
52,divorced,low,white-collar,mid,cellular,mon,11,2,0,nonexistent,False,False,yes
33,married,mid,blue-collar,mid,cellular,tue,14,4,0,nonexistent,False,False,yes
44,married,high,white-collar,mid,telephone,wed,3,2,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,telephone,thu,1,6,0,nonexistent,False,False,no
40,single,high,blue-collar,mid,telephone,thu,7,2,1,failure,True,False,no
35,divorced,mid,white-collar,mid,cellular,tue,3,4,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,wed,1,2,0,nonexistent,False,False,no
55,single,mid,out-of-workforce,low,telephone,mon,6,1,0,nonexistent,False,False,no
51,married,low,out-of-workforce,low,cellular,fri,1,1,0,nonexistent,False,False,no
34,divorced,mid,blue-collar,mid,telephone,tue,9,2,0,nonexistent,False,False,no
32,married,high,white-collar,mid,cellular,tue,2,4,2,failure,True,False,no
35,single,mid,white-collar,mid,cellular,tue,3,4,1,failure,True,False,no
36,married,low,blue-collar,mid,cellular,wed,3,2,2,failure,True,False,no
44,married,mid,white-collar,mid,cellular,fri,0,3,0,nonexistent,False,False,no
38,married,low,white-collar,mid,cellular,thu,2,3,0,nonexistent,False,False,no
25,single,low,blue-collar,mid,cellular,fri,2,5,0,nonexistent,False,False,no
29,single,mid,white-collar,mid,telephone,mon,1,2,1,failure,True,False,no
49,married,mid,out-of-workforce,low,cellular,tue,4,1,0,nonexistent,False,False,no
51,married,low,blue-collar,mid,cellular,tue,4,2,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,cellular,mon,5,2,0,nonexistent,False,False,no
32,single,high,blue-collar,mid,cellular,tue,12,1,0,nonexistent,False,False,no
51,divorced,high,white-collar,mid,telephone,wed,1,18,0,nonexistent,False,False,no
25,divorced,low,blue-collar,mid,telephone,fri,10,1,0,nonexistent,False,False,no
41,married,high,white-collar,high,telephone,fri,0,1,0,nonexistent,False,False,no
55,married,mid,white-collar,high,cellular,thu,1,2,1,failure,True,False,no
33,married,low,blue-collar,mid,telephone,wed,3,2,0,nonexistent,False,False,no
52,divorced,mid,out-of-workforce,low,cellular,tue,2,1,0,nonexistent,False,False,no
54,married,mid,blue-collar,mid,cellular,thu,5,1,0,nonexistent,False,False,no
40,divorced,mid,out-of-workforce,low,telephone,tue,1,3,0,nonexistent,False,False,no
30,single,mid,blue-collar,mid,cellular,mon,1,3,0,nonexistent,False,False,no
26,single,mid,blue-collar,mid,cellular,mon,9,1,0,nonexistent,False,False,no
