age,job,marital,education,contact,day_of_week,campaign,previous,poutcome,duration_mins,education_level,job_type,income_level,was_contacted_before,deposited_before,y
36,admin.,single,high.school,telephone,thu,1,0,nonexistent,2,mid,white-collar,mid,False,False,no
39,technician,married,basic.9y,cellular,mon,4,0,nonexistent,1,low,blue-collar,mid,False,False,no
44,blue-collar,married,basic.9y,cellular,fri,1,1,failure,10,low,blue-collar,mid,True,False,yes
28,blue-collar,married,basic.6y,telephone,fri,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
28,entrepreneur,single,high.school,telephone,mon,2,0,nonexistent,7,mid,entrepreneur,high,False,False,no
40,services,married,high.school,telephone,mon,3,0,nonexistent,5,mid,blue-collar,mid,False,False,no
70,retired,married,professional.course,telephone,wed,2,0,nonexistent,2,mid,retired,low,False,False,no
32,blue-collar,married,basic.4y,telephone,wed,5,0,nonexistent,8,low,blue-collar,mid,False,False,no
36,entrepreneur,single,university.degree,cellular,tue,1,0,nonexistent,6,high,entrepreneur,high,False,False,no
44,technician,single,university.degree,cellular,mon,3,0,nonexistent,7,high,blue-collar,mid,False,False,no
36,management,married,university.degree,cellular,mon,1,0,nonexistent,1,high,white-collar,high,False,False,no
29,technician,married,high.school,cellular,fri,3,0,nonexistent,6,mid,blue-collar,mid,False,False,yes
41,admin.,married,university.degree,cellular,wed,4,0,nonexistent,2,high,white-collar,mid,False,False,no
32,admin.,married,high.school,cellular,wed,1,0,nonexistent,2,mid,white-collar,mid,False,False,no
26,admin.,married,high.school,cellular,wed,6,0,nonexistent,2,mid,white-collar,mid,False,False,no
66,retired,married,basic.4y,telephone,thu,1,0,nonexistent,19,low,retired,low,False,False,yes
30,student,single,basic.6y,telephone,tue,1,2,success,4,low,student,low,True,True,yes
51,management,married,university.degree,telephone,tue,3,0,nonexistent,3,high,white-collar,high,False,False,no
54,self-employed,married,university.degree,cellular,thu,4,1,failure,1,high,entrepreneur,mid,True,False,no
38,blue-collar,single,basic.6y,cellular,thu,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
56,housemaid,married,basic.4y,cellular,wed,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
39,unemployed,married,university.degree,telephone,thu,8,0,nonexistent,0,high,unemployed,low,False,False,no
54,admin.,married,university.degree,telephone,thu,3,0,nonexistent,8,high,white-collar,mid,False,False,no
39,technician,married,university.degree,cellular,wed,8,0,nonexistent,2,high,blue-collar,mid,False,False,no
45,blue-collar,married,basic.4y,cellular,tue,2,1,failure,6,low,blue-collar,mid,True,False,no
25,student,single,professional.course,cellular,wed,2,0,nonexistent,8,mid,student,low,False,False,no
39,technician,single,high.school,cellular,mon,3,0,nonexistent,3,mid,blue-collar,mid,False,False,no
50,admin.,married,high.school,telephone,tue,2,0,nonexistent,3,mid,white-collar,mid,False,False,no
58,retired,divorced,university.degree,cellular,wed,2,0,nonexistent,5,high,retired,low,False,False,yes
34,management,married,university.degree,telephone,fri,3,1,failure,5,high,white-collar,high,True,False,no
38,blue-collar,married,basic.6y,telephone,mon,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
40,unemployed,single,high.school,cellular,mon,4,0,nonexistent,2,mid,unemployed,low,False,False,no
47,management,married,university.degree,telephone,fri,3,0,nonexistent,2,high,white-collar,high,False,False,no
36,technician,married,university.degree,cellular,mon,1,0,nonexistent,3,high,blue-collar,mid,False,False,yes
34,blue-collar,single,basic.4y,telephone,thu,3,0,nonexistent,6,low,blue-collar,mid,False,False,no
34,unemployed,married,high.school,cellular,mon,2,0,nonexistent,9,mid,unemployed,low,False,False,no
48,services,married,professional.course,telephone,fri,1,0,nonexistent,4,mid,blue-collar,mid,False,False,no
45,services,married,basic.9y,cellular,mon,1,0,nonexistent,12,low,blue-collar,mid,False,False,yes
28,admin.,married,high.school,telephone,tue,1,0,nonexistent,1,mid,white-collar,mid,False,False,no
57,retired,married,high.school,cellular,tue,2,1,failure,8,mid,retired,low,True,False,no
43,blue-collar,married,basic.9y,cellular,thu,1,1,failure,6,low,blue-collar,mid,True,False,no
30,services,single,high.school,cellular,thu,1,3,failure,7,mid,blue-collar,mid,True,False,no
52,unemployed,married,university.degree,cellular,mon,1,0,nonexistent,7,high,unemployed,low,False,False,no
50,admin.,married,university.degree,cellular,wed,4,0,nonexistent,6,high,white-collar,mid,False,False,no
59,admin.,married,high.school,cellular,wed,1,0,nonexistent,5,mid,white-collar,mid,False,False,yes
38,blue-collar,single,university.degree,telephone,wed,1,0,nonexistent,2,high,blue-collar,mid,False,False,no
43,entrepreneur,married,basic.4y,telephone,tue,2,0,nonexistent,1,low,entrepreneur,high,False,False,no
43,admin.,married,university.degree,cellular,fri,3,0,nonexistent,2,high,white-collar,mid,False,False,no
38,blue-collar,divorced,basic.9y,cellular,fri,2,0,nonexistent,1,low,blue-collar,mid,False,False,no
31,management,married,university.degree,telephone,fri,5,0,nonexistent,7,high,white-collar,high,False,False,no
44,blue-collar,married,basic.6y,cellular,thu,1,0,nonexistent,5,low,blue-collar,mid,False,False,no
34,admin.,single,university.degree,cellular,tue,1,1,failure,5,high,white-collar,mid,True,False,no
51,admin.,married,professional.course,telephone,fri,2,0,nonexistent,1,mid,white-collar,mid,False,False,no
36,blue-collar,married,high.school,telephone,fri,5,0,nonexistent,1,mid,blue-collar,mid,False,False,no
38,blue-collar,single,basic.4y,telephone,tue,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
28,services,married,basic.9y,telephone,mon,2,0,nonexistent,7,low,blue-collar,mid,False,False,no
57,blue-collar,married,basic.4y,telephone,thu,1,0,nonexistent,5,low,blue-collar,mid,False,False,no
33,admin.,divorced,high.school,telephone,mon,2,0,nonexistent,6,mid,white-collar,mid,False,False,no
40,housemaid,single,university.degree,telephone,mon,1,0,nonexistent,0,high,blue-collar,mid,False,False,no
54,blue-collar,married,basic.4y,cellular,fri,2,1,failure,1,low,blue-collar,mid,True,False,no
38,technician,married,professional.course,telephone,fri,4,0,nonexistent,8,mid,blue-collar,mid,False,False,no
51,blue-collar,married,basic.6y,telephone,tue,2,0,nonexistent,6,low,blue-collar,mid,False,False,no
22,blue-collar,single,basic.9y,cellular,mon,3,0,nonexistent,4,low,blue-collar,mid,False,False,no
30,unemployed,married,university.degree,cellular,thu,1,0,nonexistent,2,high,unemployed,low,False,False,no
51,admin.,married,university.degree,cellular,wed,1,0,nonexistent,2,high,white-collar,mid,False,False,no
38,blue-collar,married,basic.9y,cellular,wed,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
33,technician,single,university.degree,telephone,mon,5,1,failure,5,high,blue-collar,mid,True,False,no
53,technician,married,professional.course,telephone,wed,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
32,entrepreneur,married,university.degree,telephone,mon,1,1,failure,4,high,entrepreneur,high,True,False,no
59,retired,married,university.degree,cellular,wed,2,0,nonexistent,2,high,retired,low,False,False,no
28,management,single,basic.9y,cellular,thu,1,1,failure,2,low,white-collar,high,True,False,no
37,entrepreneur,single,professional.course,cellular,fri,2,0,nonexistent,2,mid,entrepreneur,high,False,False,no
56,admin.,single,university.degree,cellular,wed,1,1,failure,6,high,white-collar,mid,True,False,no
47,admin.,married,basic.9y,cellular,wed,5,0,nonexistent,2,low,white-collar,mid,False,False,no
37,blue-collar,married,high.school,cellular,mon,3,0,nonexistent,4,mid,blue-collar,mid,False,False,no
47,management,married,high.school,cellular,fri,3,0,nonexistent,4,mid,white-collar,high,False,False,no
43,services,divorced,professional.course,cellular,mon,6,1,failure,2,mid,blue-collar,mid,True,False,no
32,blue-collar,married,basic.6y,cellular,fri,2,1,failure,3,low,blue-collar,mid,True,False,no
44,admin.,married,university.degree,telephone,wed,2,0,nonexistent,2,high,white-collar,mid,False,False,no
30,technician,single,professional.course,cellular,thu,5,0,nonexistent,8,mid,blue-collar,mid,False,False,yes
26,management,single,university.degree,cellular,tue,1,1,success,2,high,white-collar,high,True,True,no
33,admin.,married,university.degree,cellular,fri,5,0,nonexistent,2,high,white-collar,mid,False,False,no
35,technician,married,professional.course,cellular,fri,5,0,nonexistent,0,mid,blue-collar,mid,False,False,no
58,technician,married,basic.4y,cellular,wed,1,0,nonexistent,9,low,blue-collar,mid,False,False,no
37,admin.,married,high.school,cellular,fri,1,0,nonexistent,1,mid,white-collar,mid,False,False,no
23,services,married,basic.9y,telephone,fri,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
37,technician,single,high.school,cellular,wed,1,0,nonexistent,13,mid,blue-collar,mid,False,False,yes
33,technician,married,professional.course,cellular,fri,1,1,failure,7,mid,blue-collar,mid,True,False,yes
33,technician,married,high.school,cellular,thu,2,0,nonexistent,7,mid,blue-collar,mid,False,False,yes
47,admin.,married,university.degree,cellular,wed,1,2,failure,5,high,white-collar,mid,True,False,yes
30,admin.,single,high.school,cellular,wed,1,1,success,3,mid,white-collar,mid,True,True,no
48,blue-collar,married,basic.4y,telephone,thu,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
27,admin.,single,high.school,telephone,fri,1,0,nonexistent,0,mid,white-collar,mid,False,False,no
33,technician,single,professional.course,cellular,tue,3,0,nonexistent,2,mid,blue-collar,mid,False,False,no
56,technician,single,basic.9y,cellular,mon,5,0,nonexistent,5,low,blue-collar,mid,False,False,no
33,blue-collar,divorced,basic.9y,cellular,mon,6,0,nonexistent,0,low,blue-collar,mid,False,False,no
45,services,married,high.school,telephone,wed,2,0,nonexistent,4,mid,blue-collar,mid,False,False,no
25,blue-collar,single,basic.9y,cellular,fri,3,0,nonexistent,13,low,blue-collar,mid,False,False,no
56,blue-collar,married,high.school,telephone,wed,1,0,nonexistent,8,mid,blue-collar,mid,False,False,no
48,technician,married,high.school,telephone,fri,3,0,nonexistent,4,mid,blue-collar,mid,False,False,no
33,admin.,married,university.degree,cellular,fri,2,0,nonexistent,6,high,white-collar,mid,False,False,no
68,retired,divorced,high.school,cellular,mon,1,1,success,9,mid,retired,low,True,True,yes
55,blue-collar,married,basic.9y,cellular,thu,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
33,self-employed,single,professional.course,cellular,tue,1,0,nonexistent,1,mid,entrepreneur,mid,False,False,no
24,admin.,married,basic.9y,telephone,mon,2,0,nonexistent,13,low,white-collar,mid,False,False,yes
49,blue-collar,married,basic.4y,telephone,wed,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
36,blue-collar,single,basic.9y,cellular,mon,8,0,nonexistent,4,low,blue-collar,mid,False,False,no
28,admin.,single,university.degree,cellular,fri,1,0,nonexistent,1,high,white-collar,mid,False,False,no
56,retired,married,high.school,telephone,wed,1,0,nonexistent,6,mid,retired,low,False,False,no
70,retired,divorced,basic.4y,cellular,tue,1,0,nonexistent,4,low,retired,low,False,False,no
37,unemployed,single,university.degree,cellular,fri,2,0,nonexistent,4,high,unemployed,low,False,False,no
40,technician,married,high.school,cellular,mon,3,0,nonexistent,2,mid,blue-collar,mid,False,False,no
31,admin.,single,university.degree,cellular,tue,2,0,nonexistent,2,high,white-collar,mid,False,False,no
59,housemaid,married,basic.4y,telephone,tue,1,0,nonexistent,20,low,blue-collar,mid,False,False,no
58,entrepreneur,married,basic.4y,cellular,mon,2,0,nonexistent,2,low,entrepreneur,high,False,False,no
45,admin.,married,high.school,cellular,fri,2,0,nonexistent,1,mid,white-collar,mid,False,False,no
44,services,married,high.school,telephone,wed,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
34,housemaid,married,university.degree,cellular,tue,1,0,nonexistent,2,high,blue-collar,mid,False,False,no
50,blue-collar,married,basic.6y,cellular,wed,2,0,nonexistent,3,low,blue-collar,mid,False,False,no
44,management,married,university.degree,cellular,fri,1,0,nonexistent,20,high,white-collar,high,False,False,no
43,management,married,high.school,cellular,mon,3,0,nonexistent,1,mid,white-collar,high,False,False,no
35,services,single,high.school,cellular,wed,2,1,failure,5,mid,blue-collar,mid,True,False,no
30,technician,single,professional.course,cellular,wed,6,0,nonexistent,6,mid,blue-collar,mid,False,False,no
32,entrepreneur,married,high.school,cellular,tue,1,0,nonexistent,3,mid,entrepreneur,high,False,False,no
31,blue-collar,divorced,basic.9y,cellular,wed,1,0,nonexistent,6,low,blue-collar,mid,False,False,no
56,retired,married,high.school,telephone,tue,5,0,nonexistent,3,mid,retired,low,False,False,no
50,blue-collar,married,basic.4y,cellular,tue,1,0,nonexistent,7,low,blue-collar,mid,False,False,no
40,technician,married,university.degree,cellular,mon,4,1,failure,3,high,blue-collar,mid,True,False,no
63,technician,married,basic.6y,cellular,mon,2,1,failure,8,low,blue-collar,mid,True,False,yes
42,admin.,married,university.degree,cellular,tue,3,0,nonexistent,3,high,white-collar,mid,False,False,no
33,admin.,single,university.degree,cellular,thu,5,0,nonexistent,0,high,white-collar,mid,False,False,no
30,blue-collar,divorced,basic.9y,telephone,wed,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
57,management,married,university.degree,cellular,tue,1,0,nonexistent,3,high,white-collar,high,False,False,no
41,blue-collar,married,basic.9y,telephone,mon,2,0,nonexistent,4,low,blue-collar,mid,False,False,no
27,student,single,high.school,telephone,tue,1,0,nonexistent,3,mid,student,low,False,False,yes
24,student,single,high.school,cellular,tue,1,0,nonexistent,1,mid,student,low,False,False,no
28,services,married,high.school,cellular,fri,3,0,nonexistent,2,mid,blue-collar,mid,False,False,no
31,admin.,single,university.degree,telephone,fri,1,0,nonexistent,3,high,white-collar,mid,False,False,no
44,admin.,married,university.degree,cellular,thu,1,0,nonexistent,6,high,white-collar,mid,False,False,yes
34,technician,married,professional.course,telephone,thu,1,0,nonexistent,5,mid,blue-collar,mid,False,False,no
58,admin.,single,professional.course,telephone,tue,2,0,nonexistent,3,mid,white-collar,mid,False,False,no
35,retired,single,basic.6y,telephone,fri,3,0,nonexistent,2,low,retired,low,False,False,no
42,services,married,high.school,telephone,tue,3,0,nonexistent,4,mid,blue-collar,mid,False,False,no
27,blue-collar,married,basic.9y,telephone,mon,1,0,nonexistent,5,low,blue-collar,mid,False,False,no
57,housemaid,married,basic.4y,cellular,fri,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
38,admin.,divorced,university.degree,cellular,wed,9,0,nonexistent,1,high,white-collar,mid,False,False,no
32,blue-collar,married,basic.6y,cellular,wed,1,0,nonexistent,8,low,blue-collar,mid,False,False,yes
49,technician,married,university.degree,cellular,thu,1,0,nonexistent,2,high,blue-collar,mid,False,False,no
43,management,married,university.degree,telephone,mon,3,0,nonexistent,3,high,white-collar,high,False,False,no
50,blue-collar,married,basic.4y,telephone,fri,4,0,nonexistent,4,low,blue-collar,mid,False,False,no
47,admin.,married,high.school,cellular,wed,7,0,nonexistent,2,mid,white-collar,mid,False,False,no
46,housemaid,divorced,basic.4y,cellular,tue,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
33,admin.,single,high.school,cellular,fri,1,2,failure,3,mid,white-collar,mid,True,False,no
43,technician,married,basic.9y,cellular,wed,6,0,nonexistent,2,low,blue-collar,mid,False,False,no
30,services,married,high.school,cellular,wed,2,0,nonexistent,4,mid,blue-collar,mid,False,False,no
28,services,married,high.school,telephone,wed,8,0,nonexistent,1,mid,blue-collar,mid,False,False,no
47,admin.,single,university.degree,cellular,mon,9,0,nonexistent,3,high,white-collar,mid,False,False,no
22,student,single,high.school,cellular,fri,3,0,nonexistent,0,mid,student,low,False,False,no
38,blue-collar,divorced,high.school,telephone,fri,1,0,nonexistent,5,mid,blue-collar,mid,False,False,no
32,admin.,single,high.school,telephone,wed,5,0,nonexistent,4,mid,white-collar,mid,False,False,no
53,unemployed,married,university.degree,telephone,thu,1,0,nonexistent,3,high,unemployed,low,False,False,no
31,student,single,basic.4y,cellular,thu,2,1,failure,4,low,student,low,True,False,yes
36,management,married,high.school,cellular,thu,1,0,nonexistent,6,mid,white-collar,high,False,False,no
50,housemaid,divorced,basic.4y,telephone,tue,10,0,nonexistent,5,low,blue-collar,mid,False,False,no
24,student,single,high.school,cellular,wed,2,2,success,2,mid,student,low,True,True,no
55,technician,married,high.school,cellular,wed,2,0,nonexistent,5,mid,blue-collar,mid,False,False,no
35,unemployed,married,university.degree,cellular,thu,5,0,nonexistent,6,high,unemployed,low,False,False,yes
34,management,single,university.degree,telephone,fri,5,0,nonexistent,2,high,white-collar,high,False,False,no
60,retired,married,basic.6y,cellular,mon,2,0,nonexistent,10,low,retired,low,False,False,yes
39,blue-collar,married,high.school,telephone,fri,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
28,admin.,married,university.degree,telephone,mon,2,0,nonexistent,7,high,white-collar,mid,False,False,no
44,admin.,married,high.school,cellular,wed,1,0,nonexistent,6,mid,white-collar,mid,False,False,no
33,blue-collar,married,basic.6y,cellular,thu,1,0,nonexistent,8,low,blue-collar,mid,False,False,yes
52,technician,married,professional.course,cellular,fri,2,0,nonexistent,3,mid,blue-collar,mid,False,False,no
47,entrepreneur,single,university.degree,telephone,mon,1,0,nonexistent,1,high,entrepreneur,high,False,False,no
32,technician,single,professional.course,cellular,tue,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
46,unemployed,married,professional.course,cellular,tue,1,0,nonexistent,3,mid,unemployed,low,False,False,no
28,blue-collar,single,basic.6y,cellular,fri,8,0,nonexistent,1,low,blue-collar,mid,False,False,no
32,management,single,university.degree,cellular,fri,3,0,nonexistent,6,high,white-collar,high,False,False,no
39,management,married,university.degree,cellular,tue,2,0,nonexistent,6,high,white-collar,high,False,False,yes
52,admin.,divorced,university.degree,cellular,tue,2,0,nonexistent,3,high,white-collar,mid,False,False,no
39,blue-collar,married,basic.9y,cellular,fri,6,0,nonexistent,2,low,blue-collar,mid,False,False,no
35,technician,single,professional.course,cellular,wed,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
41,admin.,single,professional.course,cellular,mon,6,0,nonexistent,2,mid,white-collar,mid,False,False,no
46,admin.,single,university.degree,telephone,tue,1,0,nonexistent,3,high,white-collar,mid,False,False,no
39,technician,single,professional.course,telephone,tue,1,0,nonexistent,0,mid,blue-collar,mid,False,False,no
40,admin.,married,basic.9y,cellular,wed,2,0,nonexistent,3,low,white-collar,mid,False,False,no
57,entrepreneur,married,basic.9y,cellular,mon,2,0,nonexistent,1,low,entrepreneur,high,False,False,no
43,services,married,basic.6y,cellular,mon,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
32,admin.,single,university.degree,cellular,mon,2,0,nonexistent,4,high,white-collar,mid,False,False,no
43,technician,divorced,basic.9y,telephone,wed,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
29,admin.,single,university.degree,cellular,tue,3,0,nonexistent,1,high,white-collar,mid,False,False,no
36,admin.,married,university.degree,cellular,tue,6,1,failure,2,high,white-collar,mid,True,False,no
30,admin.,single,high.school,cellular,wed,1,1,failure,2,mid,white-collar,mid,True,False,no
49,blue-collar,married,basic.6y,cellular,tue,1,0,nonexistent,6,low,blue-collar,mid,False,False,no
36,technician,married,university.degree,cellular,thu,1,0,nonexistent,3,high,blue-collar,mid,False,False,no
52,blue-collar,married,basic.9y,telephone,mon,2,0,nonexistent,7,low,blue-collar,mid,False,False,no
29,blue-collar,married,basic.9y,cellular,fri,1,0,nonexistent,14,low,blue-collar,mid,False,False,no
32,admin.,married,university.degree,telephone,mon,2,0,nonexistent,2,high,white-collar,mid,False,False,no
30,admin.,single,high.school,cellular,fri,1,0,nonexistent,6,mid,white-collar,mid,False,False,no
57,retired,single,high.school,telephone,thu,4,0,nonexistent,7,mid,retired,low,False,False,no
30,services,single,high.school,telephone,tue,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
50,admin.,married,basic.9y,cellular,thu,6,0,nonexistent,2,low,white-collar,mid,False,False,no
35,technician,married,university.degree,cellular,wed,2,0,nonexistent,3,high,blue-collar,mid,False,False,no
29,technician,married,professional.course,cellular,thu,2,1,failure,1,mid,blue-collar,mid,True,False,no
53,blue-collar,married,basic.4y,telephone,fri,3,0,nonexistent,4,low,blue-collar,mid,False,False,no
40,admin.,married,university.degree,telephone,wed,1,0,nonexistent,6,high,white-collar,mid,False,False,no
46,blue-collar,married,professional.course,cellular,thu,5,0,nonexistent,2,mid,blue-collar,mid,False,False,no
39,admin.,single,university.degree,cellular,mon,10,0,nonexistent,0,high,white-collar,mid,False,False,no
54,services,single,basic.6y,cellular,fri,1,1,failure,16,low,blue-collar,mid,True,False,no
67,retired,married,basic.4y,cellular,mon,2,1,success,6,low,retired,low,True,True,yes
23,services,single,high.school,cellular,tue,3,0,nonexistent,3,mid,blue-collar,mid,False,False,no
33,blue-collar,married,basic.9y,cellular,tue,2,1,failure,1,low,blue-collar,mid,True,False,no
54,blue-collar,married,basic.6y,cellular,tue,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
32,management,single,professional.course,cellular,wed,4,0,nonexistent,1,mid,white-collar,high,False,False,no
26,blue-collar,married,basic.6y,telephone,fri,2,0,nonexistent,6,low,blue-collar,mid,False,False,no
36,services,married,high.school,cellular,fri,4,0,nonexistent,8,mid,blue-collar,mid,False,False,no
36,blue-collar,married,basic.6y,cellular,wed,3,0,nonexistent,5,low,blue-collar,mid,False,False,no
41,technician,divorced,university.degree,cellular,fri,1,0,nonexistent,2,high,blue-collar,mid,False,False,no
41,admin.,married,university.degree,cellular,wed,5,0,nonexistent,1,high,white-collar,mid,False,False,no
46,management,married,basic.9y,telephone,tue,2,0,nonexistent,3,low,white-collar,high,False,False,no
27,blue-collar,single,basic.9y,cellular,tue,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
38,blue-collar,married,basic.9y,telephone,wed,2,0,nonexistent,1,low,blue-collar,mid,False,False,no
21,admin.,married,basic.4y,cellular,fri,3,0,nonexistent,9,low,white-collar,mid,False,False,no
53,blue-collar,married,basic.6y,cellular,mon,4,0,nonexistent,1,low,blue-collar,mid,False,False,no
34,technician,married,professional.course,telephone,mon,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
37,management,married,university.degree,cellular,fri,4,1,failure,0,high,white-collar,high,True,False,no
43,management,married,university.degree,cellular,mon,2,0,nonexistent,4,high,white-collar,high,False,False,no
43,technician,married,professional.course,telephone,thu,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
39,blue-collar,married,basic.4y,telephone,mon,1,0,nonexistent,8,low,blue-collar,mid,False,False,no
32,technician,married,university.degree,cellular,thu,2,0,nonexistent,1,high,blue-collar,mid,False,False,no
57,admin.,married,high.school,cellular,mon,2,0,nonexistent,16,mid,white-collar,mid,False,False,no
40,services,divorced,high.school,telephone,fri,2,0,nonexistent,3,mid,blue-collar,mid,False,False,no
38,admin.,married,university.degree,telephone,tue,5,0,nonexistent,1,high,white-collar,mid,False,False,no
39,admin.,single,high.school,telephone,fri,3,0,nonexistent,2,mid,white-collar,mid,False,False,no
70,retired,married,professional.course,telephone,mon,2,0,nonexistent,8,mid,retired,low,False,False,yes
49,blue-collar,married,basic.9y,cellular,thu,1,1,failure,2,low,blue-collar,mid,True,False,no
58,housemaid,married,high.school,telephone,fri,4,0,nonexistent,3,mid,blue-collar,mid,False,False,no
37,admin.,divorced,basic.9y,telephone,thu,6,0,nonexistent,5,low,white-collar,mid,False,False,no
36,services,married,high.school,cellular,mon,2,0,nonexistent,6,mid,blue-collar,mid,False,False,no
35,blue-collar,married,professional.course,cellular,wed,2,0,nonexistent,8,mid,blue-collar,mid,False,False,no
37,admin.,divorced,university.degree,telephone,mon,3,0,nonexistent,1,high,white-collar,mid,False,False,no
36,blue-collar,married,basic.6y,cellular,fri,2,0,nonexistent,4,low,blue-collar,mid,False,False,no
39,blue-collar,divorced,basic.6y,cellular,wed,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
56,management,married,basic.9y,cellular,tue,1,0,nonexistent,10,low,white-collar,high,False,False,no
29,student,single,professional.course,telephone,fri,2,0,nonexistent,4,mid,student,low,False,False,no
32,self-employed,married,high.school,cellular,wed,3,0,nonexistent,5,mid,entrepreneur,mid,False,False,no
30,admin.,single,high.school,cellular,mon,1,0,nonexistent,3,mid,white-collar,mid,False,False,no
52,blue-collar,divorced,basic.4y,cellular,thu,6,0,nonexistent,3,low,blue-collar,mid,False,False,no
36,unemployed,divorced,high.school,cellular,mon,1,0,nonexistent,1,mid,unemployed,low,False,False,no
36,admin.,divorced,high.school,cellular,fri,3,0,nonexistent,3,mid,white-collar,mid,False,False,no
30,blue-collar,single,high.school,telephone,wed,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
35,management,single,high.school,cellular,fri,2,1,failure,6,mid,white-collar,high,True,False,no
32,technician,married,university.degree,cellular,thu,8,0,nonexistent,0,high,blue-collar,mid,False,False,no
34,blue-collar,married,basic.9y,telephone,mon,2,1,success,20,low,blue-collar,mid,True,True,yes
36,blue-collar,married,high.school,telephone,wed,2,0,nonexistent,14,mid,blue-collar,mid,False,False,no
30,admin.,married,high.school,cellular,thu,1,0,nonexistent,19,mid,white-collar,mid,False,False,yes
57,retired,married,basic.4y,cellular,mon,1,0,nonexistent,3,low,retired,low,False,False,no
43,admin.,married,high.school,cellular,wed,2,0,nonexistent,7,mid,white-collar,mid,False,False,no
43,blue-collar,married,basic.9y,telephone,thu,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
42,services,single,high.school,telephone,fri,4,0,nonexistent,3,mid,blue-collar,mid,False,False,no
48,blue-collar,single,basic.4y,cellular,tue,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
53,blue-collar,married,basic.4y,telephone,wed,7,0,nonexistent,10,low,blue-collar,mid,False,False,no
41,housemaid,married,basic.6y,telephone,fri,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
56,retired,married,high.school,telephone,mon,3,0,nonexistent,3,mid,retired,low,False,False,no
47,technician,married,university.degree,cellular,fri,1,0,nonexistent,5,high,blue-collar,mid,False,False,no
42,blue-collar,married,basic.6y,telephone,wed,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
33,blue-collar,married,university.degree,telephone,thu,1,0,nonexistent,0,high,blue-collar,mid,False,False,no
46,services,married,high.school,cellular,mon,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
29,blue-collar,married,basic.4y,cellular,mon,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
26,student,single,high.school,cellular,wed,2,1,failure,5,mid,student,low,True,False,no
40,technician,married,professional.course,cellular,mon,9,0,nonexistent,1,mid,blue-collar,mid,False,False,no
49,admin.,divorced,high.school,cellular,mon,3,1,failure,2,mid,white-collar,mid,True,False,no
58,blue-collar,married,basic.4y,telephone,wed,3,0,nonexistent,0,low,blue-collar,mid,False,False,no
49,housemaid,married,basic.4y,cellular,wed,1,0,nonexistent,5,low,blue-collar,mid,False,False,no
50,admin.,married,university.degree,cellular,wed,2,3,success,3,high,white-collar,mid,True,True,yes
54,services,married,high.school,cellular,thu,1,0,nonexistent,4,mid,blue-collar,mid,False,False,no
31,admin.,single,university.degree,cellular,wed,1,0,nonexistent,1,high,white-collar,mid,False,False,no
54,unemployed,married,basic.9y,telephone,fri,10,0,nonexistent,0,low,unemployed,low,False,False,no
37,self-employed,married,professional.course,cellular,mon,1,1,success,17,mid,entrepreneur,mid,True,True,yes
38,blue-collar,married,basic.6y,telephone,thu,2,0,nonexistent,6,low,blue-collar,mid,False,False,no
31,services,married,high.school,cellular,thu,5,0,nonexistent,5,mid,blue-collar,mid,False,False,no
38,blue-collar,single,high.school,telephone,thu,1,0,nonexistent,0,mid,blue-collar,mid,False,False,no
49,services,divorced,high.school,cellular,tue,1,0,nonexistent,2,mid,blue-collar,mid,False,False,no
38,blue-collar,married,basic.4y,telephone,thu,6,0,nonexistent,4,low,blue-collar,mid,False,False,no
29,technician,married,high.school,cellular,mon,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
56,entrepreneur,married,university.degree,cellular,thu,1,0,nonexistent,1,high,entrepreneur,high,False,False,no
